nom_c	nom_l	nom_s	color	vol_vox	vol_mm3	xv	yv	zv	xmm	ymm	zmm
G_Temporal_Inf-2-L	G_Temporal_Inf-2-L	T3_2_L	189	5071	5071	149	101	49	-58.3608755669493	-26.3074344310787	-23.6775783869059
G_Temporal_Inf-2-R	G_Temporal_Inf-2-R	T3_2_R	190	5526	5526	33	105	48	57.6297502714441	-21.6798769453493	-25.3085414404633
G_Temporal_Inf-3-L	G_Temporal_Inf-3-L	T3_3_L	191	5415	5415	148	74	59	-56.7715604801477	-52.8160664819945	-13.8838411819021
G_Temporal_Inf-3-R	G_Temporal_Inf-3-R	T3_3_R	192	5099	5099	33	81	59	57.6536575799176	-46.068248676211	-14.2671111982742
G_Temporal_Inf-4-L	G_Temporal_Inf-4-L	T3_4_L	193	3317	3317	141	66	66	-50.3213747362074	-60.8947844437745	-7.38920711486283
G_Temporal_Inf-4-R	G_Temporal_Inf-4-R	T3_4_R	194	1928	1928	37	69	62	54.0752074688797	-57.5575726141079	-10.8848547717842
G_Temporal_Inf-5-L	G_Temporal_Inf-5-L	T3_5_L	195	1106	1106	136	63	79	-44.9439421338155	-63.7432188065099	5.54611211573237
G_Temporal_Inf-5-R	G_Temporal_Inf-5-R	T3_5_R	196	1106	1106	42	69	77	49.3182640144665	-58.3625678119349	3.85895117540687
G_Temporal_Pole_Sup-1-L	G_Temporal_Pole_Sup-1-L	poleT1_1_L	197	2774	2774	126	138	49	-35.2743330930065	10.8255227108868	-23.9607065609229
G_Temporal_Pole_Sup-1-R	G_Temporal_Pole_Sup-1-R	poleT1_1_R	198	1482	1482	56	143	49	35.1113360323887	16.0607287449393	-24.2381916329285
G_Temporal_Pole_Sup-2-L	G_Temporal_Pole_Sup-2-L	poleT1_2_L	199	1727	1727	134	135	57	-42.7909669947886	7.85524030110017	-16.3312101910828
G_Temporal_Pole_Sup-2-R	G_Temporal_Pole_Sup-2-R	poleT1_2_R	200	2993	2993	47	137	56	44.0283995990645	9.76144336785833	-16.8346140995657
G_Temporal_Pole_Mid-1-L	G_Temporal_Pole_Mid-1-L	poleT2_1_L	201	7415	7415	136	134	39	-45.3364801078894	7.07781523937965	-34.1348617666891
G_Temporal_Pole_Mid-1-R	G_Temporal_Pole_Mid-1-R	poleT2_1_R	202	3522	3522	43	136	39	48.0335036910846	8.63401476433845	-34.2376490630324
G_Temporal_Pole_Mid-2-L	G_Temporal_Pole_Mid-2-L	poleT2_2_L	203	265	265	127	136	40	-35.7396226415094	8.81886792452829	-33.1094339622641
G_Temporal_Pole_Mid-2-R	G_Temporal_Pole_Mid-2-R	poleT2_2_R	204	1544	1544	56	139	39	35.1463730569948	12.4604922279793	-34.4235751295337
G_Temporal_Pole_Mid-3-L	G_Temporal_Pole_Mid-3-L	poleT2_3_L	205	7413	7413	117	134	35	-25.6970187508431	6.74463779846215	-38.3836503439903
G_Temporal_Pole_Mid-3-R	G_Temporal_Pole_Mid-3-R	poleT2_3_R	206	8029	8029	65	135	36	26.1053680408519	7.79885415369287	-37.145721758625
G_Frontal_Sup_Medial-1-L	G_Frontal_Sup_Medial-1-L	F1M1_L	207	3039	3039	99	179	86	-7.65646594274432	51.920697597894	12.573543928924
G_Frontal_Sup_Medial-1-R	G_Frontal_Sup_Medial-1-R	F1M1_R	208	2796	2796	84	179	86	7.4087982832618	52.4030758226037	13.4907010014306
G_Frontal_Sup_Medial-2-L	G_Frontal_Sup_Medial-2-L	F1M2_L	209	4334	4334	98	181	98	-6.62067374250115	53.5929856945085	25.3682510383018
G_Frontal_Sup_Medial-2-R	G_Frontal_Sup_Medial-2-R	F1M2_R	210	4687	4687	84	184	99	6.6852997653083	56.5809686366546	26.0413910817154
G_Frontal_Sup_Medial-3-L	G_Frontal_Sup_Medial-3-L	F1M3_L	211	2511	2511	96	162	117	-5.23855037833532	34.9016328156113	43.6594982078853
G_Frontal_Sup_Medial-3-R	G_Frontal_Sup_Medial-3-R	F1M3_R	212	2833	2833	86	161	118	5.45711260148252	33.673490998941	44.8708083303918
S_Anterior_Rostral-1-L	S_Anterior_Rostral-1-L	rost_L	213	4211	4211	98	174	70	-7.20755165043933	47.3089527428164	-3.42935169793398
S_Anterior_Rostral-1-R	S_Anterior_Rostral-1-R	rost_R	214	3007	3007	85	175	69	6.38510142999668	47.5819753907549	-3.88959095443964
G_Frontal_Med_Orb-1-L	G_Frontal_Med_Orb-1-L	F2MO1_L	215	2137	2137	101	193	71	-9.61066916237716	65.7051941974731	-2.02152550304164
G_Frontal_Med_Orb-1-R	G_Frontal_Med_Orb-1-R	F2MO1_R	216	2051	2051	84	192	70	6.53778644563627	65.0526572403706	-3.32764505119454
G_Frontal_Med_Orb-2-L	G_Frontal_Med_Orb-2-L	F2MO2_L	217	2588	2588	96	176	61	-5.31221020092735	49.2697063369397	-11.7894126738794
G_Frontal_Med_Orb-2-R	G_Frontal_Med_Orb-2-R	F2MO2_R	218	2366	2366	87	174	60	4.23034657650042	46.8850380388842	-12.779797125951
G_subcallosal-1-L	G_subcallosal-1-L	SCALL_L	219	2001	2001	97	148	57	-6.28835582208896	20.8475762118941	-16.1669165417291
G_subcallosal-1-R	G_subcallosal-1-R	SCALL_R	220	2029	2029	85	148	57	5.86545096106457	20.9364218827008	-16.3873829472647
G_Supp_Motor_Area-1-L	G_Supp_Motor_Area-1-L	SMA1_L	221	971	971	97	149	120	-6.13800205973223	22.4634397528321	46.8898043254377
G_Supp_Motor_Area-1-R	G_Supp_Motor_Area-1-R	SMA1_R	222	1148	1148	85	148	122	5.9006968641115	20.8205574912892	49.3841463414634
G_Supp_Motor_Area-2-L	G_Supp_Motor_Area-2-L	SMA2_L	223	2125	2125	102	145	135	-10.6414117647059	18.4461176470588	62.0244705882353
G_Supp_Motor_Area-2-R	G_Supp_Motor_Area-2-R	SMA2_R	224	1604	1604	81	146	135	10.4407730673317	18.8709476309227	62.3647132169576
G_Supp_Motor_Area-3-L	G_Supp_Motor_Area-3-L	SMA3_L	225	4367	4367	98	135	138	-7.12663155484314	7.65124799633617	64.962674604992
G_Supp_Motor_Area-3-R	G_Supp_Motor_Area-3-R	SMA3_R	226	2113	2113	85	137	139	6.06247042120208	10.3024136299101	65.9162328442972
S_Cingulate-1-L	S_Cingulate-1-L	cing1_L	227	2385	2385	98	154	104	-6.81467505241091	26.9786163522013	31.1350104821803
S_Cingulate-1-R	S_Cingulate-1-R	cing1_R	228	2235	2235	84	154	105	6.9440715883669	26.6322147651007	32.1190156599553
S_Cingulate-2-L	S_Cingulate-2-L	cing2_L	229	2147	2147	98	143	115	-6.94317652538426	16.1956217978575	41.5663716814159
S_Cingulate-2-R	S_Cingulate-2-R	cing2_R	230	2669	2669	84	142	119	7.40801798426376	14.5118021730985	46.3536905207943
S_Cingulate-3-L	S_Cingulate-3-L	cing3_L	231	2972	2972	98	132	121	-7.45222072678331	5.33411843876178	47.7271197846568
S_Cingulate-3-R	S_Cingulate-3-R	cing3_R	232	3808	3808	83	132	125	7.66176470588235	5.2825630252101	52.077731092437
S_Cingulate-4-L	S_Cingulate-4-L	cing4_L	233	4588	4588	99	121	131	-7.8308631211857	-6.22842197035746	57.6214036617262
S_Cingulate-4-R	S_Cingulate-4-R	cing4_R	234	4456	4456	83	122	132	8.28074506283663	-4.63330341113105	58.6804308797128
S_Cingulate-5-L	S_Cingulate-5-L	cing5_L	235	2043	2043	100	111	115	-8.65394028389623	-16.0151737640724	42.3382280959374
S_Cingulate-5-R	S_Cingulate-5-R	cing5_R	236	2041	2041	82	111	115	9.14649681528662	-15.6937775600196	42.4561489465948
S_Cingulate-6-L	S_Cingulate-6-L	cing6_L	237	3076	3076	102	92	119	-11.053966189857	-35.2545513654096	46.2269180754226
S_Cingulate-6-R	S_Cingulate-6-R	cing6_R	238	2964	2964	79	93	119	11.9278002699055	-33.835020242915	45.7729419703104
S_Cingulate-7-L	S_Cingulate-7-L	cing7_L	239	2058	2058	100	85	133	-9.47230320699708	-42.4139941690962	60.2930029154519
S_Cingulate-7-R	S_Cingulate-7-R	cing7_R	240	2348	2348	81	86	134	9.58432708688245	-41.3109028960818	61.2857751277683
G_Cingulum_Ant-1-L	G_Cingulum_Ant-1-L	CINGa1_L	241	3793	3793	97	164	76	-5.52623253361455	37.2446612180332	3.23517005009228
G_Cingulum_Ant-1-R	G_Cingulum_Ant-1-R	CINGa1_R	242	5043	5043	84	166	78	6.50525480864565	39.4963315486814	4.6424747174301
G_Cingulum_Ant-2-L	G_Cingulum_Ant-2-L	CINGa2_L	243	2954	2954	98	162	96	-7.28943805010155	34.5399458361544	23.0094786729858
G_Cingulum_Ant-2-R	G_Cingulum_Ant-2-R	CINGa2_R	244	3019	3019	84	161	97	7.29711825107651	33.603842331898	23.6107982775754
G_Cingulum_Mid-1-L	G_Cingulum_Mid-1-L	CINGm1_L	245	313	313	94	142	103	-3.18210862619809	14.555910543131	29.8817891373802
G_Cingulum_Mid-1-R	G_Cingulum_Mid-1-R	CINGm1_R	246	269	269	88	141	103	3.33828996282529	14.2230483271375	29.9405204460967
G_Cingulum_Mid-2-L	G_Cingulum_Mid-2-L	CINGm2_L	247	537	537	95	130	104	-3.67039106145252	3.37430167597765	30.5791433891993
G_Cingulum_Mid-2-R	G_Cingulum_Mid-2-R	CINGm2_R	248	631	631	87	131	104	4.06814580031696	3.7068145800317	30.8906497622821
G_Cingulum_Mid-3-L	G_Cingulum_Mid-3-L	CINGm3_L	249	1869	1869	95	103	113	-3.84537185660781	-24.0567148207598	39.9138576779026
G_Cingulum_Mid-3-R	G_Cingulum_Mid-3-R	CINGm3_R	250	2336	2336	87	102	113	4.43065068493151	-25.1314212328767	39.9546232876712
G_Cingulum_Post-1-L	G_Cingulum_Post-1-L	CINGp1_L	251	1437	1437	95	101	103	-4.13082811412666	-25.7251217814892	29.5553235908142
G_Cingulum_Post-1-R	G_Cingulum_Post-1-R	CINGp1_R	252	1665	1665	86	102	103	4.6066066066066	-25.4336336336336	29.7255255255255
G_Cingulum_Post-2-L	G_Cingulum_Post-2-L	CINGp2_L	253	777	777	95	87	100	-4.18018018018019	-39.5714285714286	27.2175032175032
G_Cingulum_Post-2-R	G_Cingulum_Post-2-R	CINGp2_R	254	1578	1578	84	85	104	7.21102661596959	-42.4347275031686	31.3643852978454
G_Cingulum_Post-3-L	G_Cingulum_Post-3-L	CINGp3_L	255	288	288	96	84	83	-4.77083333333333	-42.8680555555556	9.89583333333333
G_Cingulum_Post-3-R	G_Cingulum_Post-3-R	CINGp3_R	256	519	519	85	85	83	5.70134874759152	-42.344894026975	10.4662813102119
G_Paracentral_Lobule-1-L	G_Paracentral_Lobule-1-L	pCENT1_L	257	2013	2013	98	110	125	-6.81818181818181	-16.8236462990561	51.7650273224044
G_Paracentral_Lobule-1-R	G_Paracentral_Lobule-1-R	pCENT1_R	258	2572	2572	83	112	124	7.73561430793157	-14.6356920684292	50.6353032659409
G_Paracentral_Lobule-2-L	G_Paracentral_Lobule-2-L	pCENT2_L	259	3678	3678	101	98	138	-10.0908102229473	-29.4100054377379	65.4333877107123
G_Paracentral_Lobule-2-R	G_Paracentral_Lobule-2-R	pCENT2_R	260	4637	4637	80	100	140	10.9260297606211	-27.2797067069226	66.642009920207
G_Paracentral_Lobule-3-L	G_Paracentral_Lobule-3-L	pCENT3_L	261	3288	3288	98	101	142	-6.80778588807786	-26.4133211678832	69.0523114355231
G_Paracentral_Lobule-3-R	G_Paracentral_Lobule-3-R	pCENT3_R	262	3409	3409	84	100	143	7.17043121149898	-26.8228219419184	70.2012320328542
G_Paracentral_Lobule-4-L	G_Paracentral_Lobule-4-L	pCENT4_L	263	1956	1956	97	97	149	-6.17280163599182	-30.2730061349693	75.9872188139059
G_Paracentral_Lobule-4-R	G_Paracentral_Lobule-4-R	pCENT4_R	264	1895	1895	84	98	150	6.83166226912928	-29.2707124010554	76.5530343007916
G_Precuneus-1-L	G_Precuneus-1-L	PRECU1_L	265	3279	3279	103	72	87	-12.1183287587679	-55.2116498932601	13.93351631595
G_Precuneus-1-R	G_Precuneus-1-R	PRECU1_R	266	3310	3310	78	74	87	12.829003021148	-52.5247734138973	13.866163141994
G_Precuneus-2-L	G_Precuneus-2-L	PRECU2_L	267	2020	2020	96	71	92	-4.88267326732674	-56.1569306930693	19.3148514851485
G_Precuneus-2-R	G_Precuneus-2-R	PRECU2_R	268	1761	1761	86	71	93	4.90573537762634	-55.6570130607609	20.0187393526406
G_Precuneus-3-L	G_Precuneus-3-L	PRECU3_L	269	4708	4708	98	76	107	-6.8177570093458	-50.6741716227697	34.0985556499575
G_Precuneus-3-R	G_Precuneus-3-R	PRECU3_R	270	3458	3458	85	76	106	5.70185078079815	-51.4916136495084	32.6214574898785
G_Precuneus-4-L	G_Precuneus-4-L	PRECU4_L	271	2202	2202	98	78	119	-6.95413260672116	-49.3228882833787	45.5108991825613
G_Precuneus-4-R	G_Precuneus-4-R	PRECU4_R	272	2169	2169	83	79	117	7.95297372060857	-48.3891194098663	43.9810972798525
G_Precuneus-5-L	G_Precuneus-5-L	PRECU5_L	273	2482	2482	98	73	129	-7.14665592264303	-54.0979049153908	55.7647058823529
G_Precuneus-5-R	G_Precuneus-5-R	PRECU5_R	274	2833	2833	84	77	127	7.23720437698553	-50.3349805859513	54.2725026473703
G_Precuneus-6-L	G_Precuneus-6-L	PRECU6_L	275	2244	2244	98	65	136	-7.28431372549019	-62.0686274509804	62.8569518716577
G_Precuneus-6-R	G_Precuneus-6-R	PRECU6_R	276	2499	2499	83	66	136	7.75870348139256	-60.6510604241697	62.6638655462185
G_Precuneus-7-L	G_Precuneus-7-L	PRECU7_L	277	1183	1183	97	62	109	-5.6356720202874	-64.6111580726965	36.0050718512257
G_Precuneus-7-R	G_Precuneus-7-R	PRECU7_R	278	1041	1041	84	64	110	6.7492795389049	-62.7463976945245	36.7934678194044
G_Precuneus-8-L	G_Precuneus-8-L	PRECU8_L	279	2576	2576	98	56	114	-6.72360248447205	-70.8703416149068	41.3082298136646
G_Precuneus-8-R	G_Precuneus-8-R	PRECU8_R	280	2785	2785	81	59	114	10.491921005386	-68.1655296229802	41.45960502693
G_Precuneus-9-L	G_Precuneus-9-L	PRECU9_L	281	1701	1701	101	57	122	-10.2139917695473	-70.3756613756614	49.1893004115226
G_Precuneus-9-R	G_Precuneus-9-R	PRECU9_R	282	2328	2328	78	58	123	12.7031786941581	-68.7302405498282	50.4471649484536
S_Parietooccipital-1-L	S_Parietooccipital-1-L	pos1_L	283	3749	3749	103	71	81	-11.9423846359029	-55.6492397972793	7.59989330488131
S_Parietooccipital-1-R	S_Parietooccipital-1-R	pos1_R	284	3449	3449	78	73	82	13.0748042910989	-54.0440707451435	8.59031603363293
S_Parietooccipital-2-L	S_Parietooccipital-2-L	pos2_L	285	1200	1200	104	62	99	-13.385	-65.1133333333333	26.1775
S_Parietooccipital-2-R	S_Parietooccipital-2-R	pos2_R	286	1467	1467	75	66	100	15.8623040218132	-61.2603953646898	26.5596455351057
S_Parietooccipital-3-L	S_Parietooccipital-3-L	pos3_L	287	1863	1863	101	52	111	-10.4390767579173	-75.2667740203972	37.6747181964573
S_Parietooccipital-3-R	S_Parietooccipital-3-R	pos3_R	288	2059	2059	77	54	111	14.1199611461875	-72.9252064108791	38.3856240893638
S_Parietooccipital-4-L	S_Parietooccipital-4-L	pos4_L	289	2385	2385	110	68	77	-18.7840670859539	-58.9035639412998	3.5392033542977
S_Parietooccipital-4-R	S_Parietooccipital-4-R	pos4_R	290	2942	2942	70	68	79	21.4731475186948	-58.5105370496261	5.94493541808293
S_Parietooccipital-5-L	S_Parietooccipital-5-L	pos5_L	291	234	234	109	57	92	-17.8547008547009	-69.957264957265	19.3461538461538
S_Parietooccipital-5-R	S_Parietooccipital-5-R	pos5_R	292	369	369	70	61	93	20.9376693766938	-65.5745257452575	20.0569105691057
S_Parietooccipital-6-L	S_Parietooccipital-6-L	pos6_L	293	1578	1578	104	52	103	-12.7541191381496	-75.254752851711	29.7084917617237
S_Parietooccipital-6-R	S_Parietooccipital-6-R	pos6_R	294	1575	1575	76	55	103	15.3193650793651	-72.3187301587302	29.6139682539683
G_Cuneus-1-L	G_Cuneus-1-L	CU1_L	295	2249	2249	96	44	102	-4.93463761671855	-82.7652289906625	29.0600266785238
G_Cuneus-1-R	G_Cuneus-1-R	CU1_R	296	1750	1750	83	47	102	8.37771428571429	-80.1965714285714	29.488
G_Cuneus-2-L	G_Cuneus-2-L	CU2_L	297	1151	1151	95	35	92	-4.02172024326673	-91.8410078192876	18.8097306689835
G_Cuneus-2-R	G_Cuneus-2-R	CU2_R	298	1125	1125	84	38	92	7.31377777777777	-88.5724444444444	19.3893333333333
G_Calcarine-1-L	G_Calcarine-1-L	CAL1_L	299	4389	4389	102	56	82	-10.5547960811119	-71.3804966962862	9.207336523126
G_Calcarine-1-R	G_Calcarine-1-R	CAL1_R	300	4084	4084	79	58	84	11.7140058765916	-69.0563173359452	10.5719882468168
G_Calcarine-2-L	G_Calcarine-2-L	CAL2_L	301	3592	3592	98	47	82	-7.30623608017818	-80.4209354120267	8.9554565701559
G_Calcarine-2-R	G_Calcarine-2-R	CAL2_R	302	3320	3320	82	50	83	9.38584337349397	-77.369578313253	9.73222891566265
G_Calcarine-3-L	G_Calcarine-3-L	CAL3_L	303	7817	7817	98	32	72	-6.64065498272994	-94.667519508763	-1.41819112191378
G_Calcarine-3-R	G_Calcarine-3-R	CAL3_R	304	7232	7232	80	34	74	10.8089048672566	-93.4713772123894	1.05088495575221
G_Lingual-1-L	G_Lingual-1-L	LING1_L	305	1165	1165	111	81	68	-19.9793991416309	-45.5004291845494	-4.88841201716738
G_Lingual-1-R	G_Lingual-1-R	LING1_R	306	1331	1331	72	83	69	19.3831705484598	-43.8880540946657	-3.99248685199099
G_Lingual-2-L	G_Lingual-2-L	LING2_L	307	2035	2035	112	65	66	-21.1886977886978	-62.1498771498772	-6.86191646191646
G_Lingual-2-R	G_Lingual-2-R	LING2_R	308	2316	2316	70	68	67	21.0185664939551	-59.0945595854922	-6.16234887737478
G_Lingual-3-L	G_Lingual-3-L	LING3_L	309	2071	2071	105	63	69	-13.768710767745	-63.5296957991309	-3.52679864799613
G_Lingual-3-R	G_Lingual-3-R	LING3_R	310	2134	2134	78	63	71	12.7924086223055	-63.701030927835	-2.00187441424555
G_Lingual-4-L	G_Lingual-4-L	LING4_L	311	175	175	106	52	62	-14.6514285714286	-74.6	-11.2571428571429
G_Lingual-4-R	G_Lingual-4-R	LING4_R	312	246	246	78	56	64	13	-71.219512195122	-9.49593495934959
G_Lingual-5-L	G_Lingual-5-L	LING5_L	313	980	980	102	47	64	-10.8857142857143	-80.2530612244898	-9.22959183673469
G_Lingual-5-R	G_Lingual-5-R	LING5_R	314	517	517	80	49	66	10.6324951644101	-78.1798839458414	-7.42553191489361
G_Lingual-6-L	G_Lingual-6-L	LING6_L	315	1254	1254	97	47	68	-6.04306220095694	-79.8197767145136	-4.69457735247209
G_Lingual-6-R	G_Lingual-6-R	LING6_R	316	1152	1152	84	49	69	6.6328125	-78.1710069444444	-3.51736111111111
G_Hippocampus-1-L	G_Hippocampus-1-L	HIPP1_L	317	3630	3630	121	121	53	-30.4297520661157	-6.36280991735538	-19.6876033057851
G_Hippocampus-1-R	G_Hippocampus-1-R	HIPP1_R	318	3336	3336	61	123	54	30.3947841726619	-3.76019184652279	-18.8666067146283
G_Hippocampus-2-L	G_Hippocampus-2-L	HIPP2_L	319	3544	3544	116	94	70	-24.9297404063205	-32.5490970654628	-2.57646726862302
G_Hippocampus-2-R	G_Hippocampus-2-R	HIPP2_R	320	3913	3913	66	96	71	25.1328903654485	-31.4600051111679	-1.76948632762586
G_ParaHippocampal-1-L	G_ParaHippocampal-1-L	pHIPP1_L	321	1863	1863	107	123	55	-15.7332259796028	-4.10091250670961	-18.4632313472893
G_ParaHippocampal-1-R	G_ParaHippocampal-1-R	pHIPP1_R	322	1732	1732	77	123	55	14.1801385681293	-3.54503464203233	-17.8481524249423
G_ParaHippocampal-2-L	G_ParaHippocampal-2-L	pHIPP2_L	323	2432	2432	119	101	54	-27.5962171052632	-26.1212993421053	-18.8030427631579
G_ParaHippocampal-2-R	G_ParaHippocampal-2-R	pHIPP2_R	324	2121	2121	62	104	54	28.5761433286186	-23.4922206506365	-19.02357378595
G_ParaHippocampal-3-L	G_ParaHippocampal-3-L	pHIPP3_L	325	675	675	108	115	43	-17.4933333333333	-12.4785185185185	-30.0740740740741
G_ParaHippocampal-3-R	G_ParaHippocampal-3-R	pHIPP3_R	326	1000	1000	73	113	44	17.951	-13.913	-28.564
G_ParaHippocampal-4-L	G_ParaHippocampal-4-L	pHIPP4_L	327	2121	2121	109	100	60	-17.5120226308345	-27.1900047147572	-12.9391796322489
G_ParaHippocampal-4-R	G_ParaHippocampal-4-R	pHIPP4_R	328	2697	2697	74	100	63	16.7830923248053	-27.4352984797924	-10.044864664442
G_ParaHippocampal-5-L	G_ParaHippocampal-5-L	pHIPP5_L	329	3149	3149	118	87	63	-27.3029533185138	-40.0558907589711	-10.4652270562083
G_ParaHippocampal-5-R	G_ParaHippocampal-5-R	pHIPP5_R	330	2738	2738	64	91	61	27.2903579254931	-35.5693937180424	-11.6924762600438
G_Fusiform-1-L	G_Fusiform-1-L	FUS1_L	331	9047	9047	123	118	38	-31.5166353487344	-8.75572012821929	-34.5905825135404
G_Fusiform-1-R	G_Fusiform-1-R	FUS1_R	332	9391	9391	60	119	38	31.2763283995315	-7.63188158875519	-34.9435629858375
G_Fusiform-2-L	G_Fusiform-2-L	FUS2_L	333	1130	1130	127	101	50	-35.8194690265487	-25.7973451327434	-22.8159292035398
G_Fusiform-2-R	G_Fusiform-2-R	FUS2_R	334	1350	1350	53	103	49	38.2874074074074	-23.9214814814815	-23.8622222222222
G_Fusiform-3-L	G_Fusiform-3-L	FUS3_L	335	2912	2912	127	95	49	-36.3468406593407	-31.6610576923077	-24.1607142857143
G_Fusiform-3-R	G_Fusiform-3-R	FUS3_R	336	3258	3258	54	97	49	37.1135666052793	-30.2323511356661	-24.30540208717
G_Fusiform-4-L	G_Fusiform-4-L	FUS4_L	337	3896	3896	134	78	55	-43.2104722792608	-49.4543121149897	-17.6157597535934
G_Fusiform-4-R	G_Fusiform-4-R	FUS4_R	338	3207	3207	47	82	55	44.1718116619894	-44.9922045525413	-18.2719052073589
G_Fusiform-5-L	G_Fusiform-5-L	FUS5_L	339	630	630	122	78	60	-30.6285714285714	-49.0396825396825	-12.7349206349206
G_Fusiform-5-R	G_Fusiform-5-R	FUS5_R	340	1092	1092	59	82	62	32.2188644688645	-45.264652014652	-11.3113553113553
G_Fusiform-6-L	G_Fusiform-6-L	FUS6_L	341	3635	3635	119	62	63	-28.2918844566713	-65.3361760660248	-9.57111416781293
G_Fusiform-6-R	G_Fusiform-6-R	FUS6_R	342	4179	4179	62	66	64	29.1354391002632	-60.5410385259631	-9.45680784876765
G_Fusiform-7-L	G_Fusiform-7-L	FUS7_L	343	2278	2278	114	44	63	-22.9964881474978	-83.0671641791045	-10.3301141352063
G_Fusiform-7-R	G_Fusiform-7-R	FUS7_R	344	2063	2063	68	47	65	22.8099854580708	-79.5545322346098	-8.30247212796898
N_Amygdala-1-L	N_Amygdala-1-L	AMYG_L	345	1699	1699	113	127	61	-21.9311359623308	-0.449676280164809	-11.7216009417304
N_Amygdala-1-R	N_Amygdala-1-R	AMYG_R	346	1547	1547	70	129	61	21.0614091790562	1.58500323206206	-12.491919844861
N_Caudate-1-L	N_Caudate-1-L	CAUD1_L	347	76	76	101	148	73	-9.78947368421052	21.25	-0.434210526315795
N_Caudate-1-R	N_Caudate-1-R	CAUD1_R	348	119	119	78	151	71	13.3949579831933	24.0924369747899	-1.98319327731092
N_Caudate-2-L	N_Caudate-2-L	CAUD2_L	349	123	123	106	154	72	-15.4959349593496	26.7967479674797	-0.650406504065046
N_Caudate-2-R	N_Caudate-2-R	CAUD2_R	350	279	279	74	155	74	16.7849462365591	28.2759856630824	1.42652329749104
N_Caudate-3-L	N_Caudate-3-L	CAUD3_L	351	2703	2703	103	141	65	-12.0092489826119	13.8201997780244	-8.24602293747688
N_Caudate-3-R	N_Caudate-3-R	CAUD3_R	352	2564	2564	80	141	65	11.3564742589704	14.4317472698908	-7.61115444617785
N_Caudate-4-L	N_Caudate-4-L	CAUD4_L	353	738	738	106	142	83	-14.8875338753387	15.050135501355	10.2506775067751
N_Caudate-4-R	N_Caudate-4-R	CAUD4_R	354	1069	1069	77	148	81	14.3498596819457	20.6959775491113	7.61833489242282
N_Caudate-5-L	N_Caudate-5-L	CAUD5_L	355	2987	2987	104	137	81	-12.7559424171409	10.1195179109475	8.18279209909608
N_Caudate-5-R	N_Caudate-5-R	CAUD5_R	356	2451	2451	79	137	81	12.2064463484292	10.281109751122	8.40799673602611
N_Caudate-6-L	N_Caudate-6-L	CAUD6_L	357	974	974	107	130	92	-16.1981519507187	2.95482546201231	19.2936344969199
N_Caudate-6-R	N_Caudate-6-R	CAUD6_R	358	1273	1273	76	135	91	15.0102120974077	7.53181461115474	17.6417910447761
N_Caudate-7-L	N_Caudate-7-L	CAUD7_L	359	363	363	110	114	98	-18.5977961432507	-13.4683195592286	25.3030303030303
N_Caudate-7-R	N_Caudate-7-R	CAUD7_R	360	1266	1266	74	119	97	17.0039494470774	-7.86492890995261	24.086887835703
N_Pallidum-1-L	N_Pallidum-1-L	PALL_L	361	935	935	109	119	72	-18.2449197860963	-8.13796791443851	-0.619251336898401
N_Pallidum-1-R	N_Pallidum-1-R	PALL_R	362	562	562	72	120	72	18.702846975089	-7.08362989323844	-0.660142348754448
N_Putamen-2-L	N_Putamen-2-L	PUT2_L	363	5047	5047	114	134	74	-23.1412720427977	6.67208242520309	0.628294036061021
N_Putamen-2-R	N_Putamen-2-R	PUT2_R	364	4954	4954	68	135	74	23.0777149777957	7.66289866774324	0.815502624142113
N_Putamen-3-L	N_Putamen-3-L	PUT3_L	365	5999	5999	119	120	75	-28.1098516419403	-6.62410401733622	1.73945657609602
N_Putamen-3-R	N_Putamen-3-R	PUT3_R	366	6337	6337	62	123	74	28.7489348272053	-4.36705065488401	0.906738204197566
N_Thalamus-1-L	N_Thalamus-1-L	THA1_L	367	617	617	95	127	74	-4.18152350081037	0.280388978930304	1.3257698541329
N_Thalamus-1-R	N_Thalamus-1-R	THA1_R	368	500	500	87	127	74	3.502	0.402000000000001	1.41200000000001
N_Thalamus-2-L	N_Thalamus-2-L	THA2_L	369	1690	1690	100	119	86	-8.88934911242603	-8.06863905325444	13.0082840236686
N_Thalamus-2-R	N_Thalamus-2-R	THA2_R	370	1734	1734	83	120	86	8.37024221453287	-7.14590542099192	12.7214532871972
N_Thalamus-3-L	N_Thalamus-3-L	THA3_L	371	188	188	94	120	72	-3.17553191489361	-7.37765957446808	-1.18085106382979
N_Thalamus-3-R	N_Thalamus-3-R	THA3_R	372	137	137	88	120	72	2.66423357664233	-7.06569343065694	-1.21167883211679
N_Thalamus-4-L	N_Thalamus-4-L	THA4_L	373	628	628	94	113	82	-2.87579617834395	-14.1958598726115	8.55254777070064
N_Thalamus-4-R	N_Thalamus-4-R	THA4_R	374	724	724	88	112	82	2.99861878453039	-14.5359116022099	9.3439226519337
N_Thalamus-5-L	N_Thalamus-5-L	THA5_L	375	5165	5165	103	108	80	-12.4307841239109	-18.7796708615682	7.04298160696999
N_Thalamus-5-R	N_Thalamus-5-R	THA5_R	376	4710	4710	78	110	79	12.7397027600849	-17.2426751592357	6.37579617834395
N_Thalamus-6-L	N_Thalamus-6-L	THA6_L	377	958	958	106	99	87	-15.0125260960334	-28.2912317327766	13.5793319415449
